Hubli Dharwad,1991,190.94,648298
Hubli Dharwad,2001,213.42,786195
Hubli Dharwad,2011,213.42,943788
Salem U A,1901,0,70621
Salem U A,1911,0,59153
Salem U A,1921,0,52244
Salem U A,1931,0,102179
Salem U A,1941,0,129702
Salem U A,1951,0,202335
Salem U A,1961,26.96,273134
Salem U A,1971,81.39,410042
Salem U A,1981,91.96,511709
Salem U A,1991,91.04,577260
Salem U A,2001,108.29,751438
Salem U A,2011,126.09,917414
Aligarh U A,1901,0,72084
Aligarh U A,1911,0,66344
Aligarh U A,1921,0,66963
Aligarh U A,1931,0,83878
Aligarh U A,1941,0,112655
Aligarh U A,1951,0,141618
Aligarh U A,1961,31.86,185020
Aligarh U A,1971,34.45,252314
Aligarh U A,1981,34.05,320861
Aligarh U A,1991,34.05,480520
Aligarh U A,2001,40.43,669087
Aligarh U A,2011,44.93,911223
Gurgaon U A,1901,0,4765
Gurgaon U A,1911,0,5461
Gurgaon U A,1921,0,5107
Gurgaon U A,1931,0,7208
Gurgaon U A,1941,0,9935
Gurgaon U A,1951,0,18613
Gurgaon U A,1961,5.18,37868
Gurgaon U A,1971,15.33,57151
Gurgaon U A,1981,24.13,100877
Gurgaon U A,1991,29.88,142651
Gurgaon U A,2001,47.39,239446
Gurgaon U A,2011,198.39,902112
Moradabad,1901,0,75082
Moradabad,1911,0,81118
Moradabad,1921,0,82671
Moradabad,1931,0,110562
Moradabad,1941,0,142414
Moradabad,1951,0,161854
Moradabad,1961,11.65,191828
Moradabad,1971,36.0,272652
Moradabad,1981,36.0,345350
Moradabad,1991,36.0,443701
Moradabad,2001,88.68,641583
Moradabad,2011,75.0,887871
Bhubaneswar  U A,1951,0,16512
Bhubaneswar  U A,1961,50.25,38211
Bhubaneswar  U A,1971,65.03,105491
Bhubaneswar  U A,1981,92.91,219211
Bhubaneswar  U A,1991,124.74,411542
Bhubaneswar  U A,2001,148.1,658220
Bhubaneswar  U A,2011,185.3,885363
Jalandhar U A,1901,0,67735
Jalandhar U A,1911,0,69318
Jalandhar U A,1921,0,71008
Jalandhar U A,1931,0,89030
Jalandhar U A,1941,0,135283
Jalandhar U A,1951,0,168816
Jalandhar U A,1961,0,222569
Jalandhar U A,1971,0,296106
Jalandhar U A,1981,0,408196
Jalandhar U A,1991,0,509510
Jalandhar U A,2001,0,714077
Jalandhar U A,2011,0,874412
Warangal U A,1901,0,10487
Warangal U A,1911,0,48342
Warangal U A,1921,0,46791
Warangal U A,1931,0,62119
Warangal U A,1941,0,92808
Warangal U A,1951,0,133130
Warangal U A,1961,62.16,156106
Warangal U A,1971,54.98,207520
Warangal U A,1981,54.98,335150
Warangal U A,1991,67.09,467757
Warangal U A,2001,96.79,579216
Warangal U A,2011,242.42,753438
Bhiwandi U A,1901,0,10354
Bhiwandi U A,1911,0,13292
Bhiwandi U A,1921,0,12188
Bhiwandi U A,1931,0,15619
Bhiwandi U A,1941,0,18776
Bhiwandi U A,1951,0,25764
Bhiwandi U A,1961,4.12,47630
Bhiwandi U A,1971,4.12,79576
Bhiwandi U A,1981,9.58,170599
Bhiwandi U A,1991,28.21,392214
Bhiwandi U A,2001,28.21,621427
Bhiwandi U A,2011,28.21,735681
Dehradun U A,1901,0,30995
Dehradun U A,1911,0,42568
Dehradun U A,1921,0,50858
Dehradun U A,1931,0,52927
Dehradun U A,1941,0,80580
Dehradun U A,1951,0,151936
Dehradun U A,1961,81.01,172478
Dehradun U A,1971,76.77,220571
Dehradun U A,1981,79.91,293010
Dehradun U A,1991,86.0,368053
Dehradun U A,2001,102.77,530263
Dehradun U A,2011,125.22,706124
Siliguri U A,1931,0,6067
Siliguri U A,1941,0,10487
Siliguri U A,1951,0,32480
Siliguri U A,1961,15.54,65471
Siliguri U A,1971,15.54,97484
Siliguri U A,1981,61.4,230780
Siliguri U A,1991,61.4,364167
